url,normalized_url,canonical_url,host,page_type,discovery_method,http_status,final_url,mime_type,byte_size,fetch_timestamp,etag,last_modified,content_hash,parser_used,extraction_status,indexing_status,failure_reason,retry_count,is_critical,manual_review_required
https://web.uettaxila.edu.pk/qec/,https://web.uettaxila.edu.pk/qec,https://web.uettaxila.edu.pk/qec,web.uettaxila.edu.pk,qec,navigation,200,https://web.uettaxila.edu.pk/qec/,text/html,26700,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,5e9f31c3afcb67bb3ab52893b0ac7938,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/examinations/,https://web.uettaxila.edu.pk/examinations,https://web.uettaxila.edu.pk/examinations,web.uettaxila.edu.pk,examinations,navigation,200,https://web.uettaxila.edu.pk/examinations/,text/html,34100,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,7c008c0833f693d531c92b4692c823fc,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/careers/,https://web.uettaxila.edu.pk/careers,https://web.uettaxila.edu.pk/careers,web.uettaxila.edu.pk,careers,navigation,200,https://web.uettaxila.edu.pk/careers/,text/html,21500,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,35c9363d0fbb699a89848619857d9421,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/transport/,https://web.uettaxila.edu.pk/transport,https://web.uettaxila.edu.pk/transport,web.uettaxila.edu.pk,transport,navigation,200,https://web.uettaxila.edu.pk/transport/,text/html,23400,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,2646d4ac2aa7774ecdf043bc86b69a16,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/hostels/,https://web.uettaxila.edu.pk/hostels,https://web.uettaxila.edu.pk/hostels,web.uettaxila.edu.pk,hostels,navigation,200,https://web.uettaxila.edu.pk/hostels/,text/html,27800,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,35dee677c7b8bb2e12952f0acb02efa5,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/library/,https://web.uettaxila.edu.pk/library,https://web.uettaxila.edu.pk/library,web.uettaxila.edu.pk,library,navigation,200,https://web.uettaxila.edu.pk/library/,text/html,25900,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,e409537ded309682b0cd598045996a48,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/scholarships/,https://web.uettaxila.edu.pk/scholarships,https://web.uettaxila.edu.pk/scholarships,web.uettaxila.edu.pk,scholarships,navigation,200,https://web.uettaxila.edu.pk/scholarships/,text/html,31000,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,df2acfc3e01422f98b0fab1c82bd3980,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/affiliated-colleges/,https://web.uettaxila.edu.pk/affiliated-colleges,https://web.uettaxila.edu.pk/affiliated-colleges,web.uettaxila.edu.pk,affiliated,navigation,200,https://web.uettaxila.edu.pk/affiliated-colleges/,text/html,19200,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,a64dd642df56c9c5302688a5b4e1a1dd,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/contact/,https://web.uettaxila.edu.pk/contact,https://web.uettaxila.edu.pk/contact,web.uettaxila.edu.pk,contact,navigation,200,https://web.uettaxila.edu.pk/contact/,text/html,20400,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,23ac4f5dc2d8dcfac817f6e1d7b399e4,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/about/,https://web.uettaxila.edu.pk/about,https://web.uettaxila.edu.pk/about,web.uettaxila.edu.pk,about,navigation,200,https://web.uettaxila.edu.pk/about/,text/html,22800,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,ddfe4ef417142f6c3b0610e04f9e36a5,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/ASRTD.aspx,https://web.uettaxila.edu.pk/ASRTD.aspx,https://web.uettaxila.edu.pk/ASRTD.aspx,web.uettaxila.edu.pk,asrtd,navigation,200,https://web.uettaxila.edu.pk/ASRTD.aspx,text/html,30500,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,05416edff36c0cfc7592bd9717d6f2d9,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/PhDprogram.aspx,https://web.uettaxila.edu.pk/PhDprogram.aspx,https://web.uettaxila.edu.pk/PhDprogram.aspx,web.uettaxila.edu.pk,phd,navigation,200,https://web.uettaxila.edu.pk/PhDprogram.aspx,text/html,24100,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,92e72c5be21000ceb0219d83b004bd2f,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/Rules,https://web.uettaxila.edu.pk/Rules,https://web.uettaxila.edu.pk/Rules,web.uettaxila.edu.pk,rules,navigation,200,https://web.uettaxila.edu.pk/Rules,text/html,41900,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,27436a9301aa6508cf27f9b740ecd3f4,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/RTI,https://web.uettaxila.edu.pk/RTI,https://web.uettaxila.edu.pk/RTI,web.uettaxila.edu.pk,rti,navigation,200,https://web.uettaxila.edu.pk/RTI,text/html,17800,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,00101cec2764ece8e47b330bbbfa001f,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/Tenders,https://web.uettaxila.edu.pk/Tenders,https://web.uettaxila.edu.pk/Tenders,web.uettaxila.edu.pk,tenders,navigation,200,https://web.uettaxila.edu.pk/Tenders,text/html,23100,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,a817b412004faea83b9557f876008fe7,trafilatura,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/EED/index.asp,https://web.uettaxila.edu.pk/EED/index.asp,https://web.uettaxila.edu.pk/EED/index.asp,web.uettaxila.edu.pk,department_eed,department_link,200,https://web.uettaxila.edu.pk/EED/index.asp,text/html,31200,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,37313fbcad308bd6a2375818dd2b6df5,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/MED/index.asp,https://web.uettaxila.edu.pk/MED/index.asp,https://web.uettaxila.edu.pk/MED/index.asp,web.uettaxila.edu.pk,department_med,department_link,200,https://web.uettaxila.edu.pk/MED/index.asp,text/html,33400,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,0e7edfe8655ccd54676a10c7149047a3,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/CED/index.asp,https://web.uettaxila.edu.pk/CED/index.asp,https://web.uettaxila.edu.pk/CED/index.asp,web.uettaxila.edu.pk,department_ced,department_link,200,https://web.uettaxila.edu.pk/CED/index.asp,text/html,35100,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,e293650c7d739c231b6e37b6edc6daee,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/EncED/index.asp,https://web.uettaxila.edu.pk/EncED/index.asp,https://web.uettaxila.edu.pk/EncED/index.asp,web.uettaxila.edu.pk,department_enced,department_link,200,https://web.uettaxila.edu.pk/EncED/index.asp,text/html,28900,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,67513e1e80fe2bc62e9f83a2cbf465ce,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/MCED/index.asp,https://web.uettaxila.edu.pk/MCED/index.asp,https://web.uettaxila.edu.pk/MCED/index.asp,web.uettaxila.edu.pk,department_mced,department_link,200,https://web.uettaxila.edu.pk/MCED/index.asp,text/html,27400,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,ca17b783ba3e6bc43a0c18a39ffa72a0,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/ENV/index.asp,https://web.uettaxila.edu.pk/ENV/index.asp,https://web.uettaxila.edu.pk/ENV/index.asp,web.uettaxila.edu.pk,department_env,department_link,200,https://web.uettaxila.edu.pk/ENV/index.asp,text/html,26100,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,213ae51d9101fdd5e8c501233340583f,trafilatura,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/telecom/index.asp,https://web.uettaxila.edu.pk/telecom/index.asp,https://web.uettaxila.edu.pk/telecom/index.asp,web.uettaxila.edu.pk,department_telecom,department_link,200,https://web.uettaxila.edu.pk/telecom/index.asp,text/html,29500,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,1804bfc5c5aff12024e883d850e87e16,trafilatura,success,indexed,,0,True,False
https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2025.pdf,https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2025.pdf,https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2025.pdf,admissions.uettaxila.edu.pk,pdf_prospectus,document_link,200,https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2025.pdf,application/pdf,15974258,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,81347b2d2e892c692a67255dc7202b4c,pymupdf4llm,success,indexed,,0,True,False
https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2024.pdf,https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2024.pdf,https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2024.pdf,admissions.uettaxila.edu.pk,pdf_prospectus_prev,document_link,200,https://admissions.uettaxila.edu.pk/Downloads/UET-Prospectus-2024.pdf,application/pdf,14850000,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,32a983f6c2dbd9822794a45d5021046e,pymupdf4llm,success,indexed,,0,False,True
https://admissions.uettaxila.edu.pk/Downloads/Rule-Book-2023.pdf,https://admissions.uettaxila.edu.pk/Downloads/Rule-Book-2023.pdf,https://admissions.uettaxila.edu.pk/Downloads/Rule-Book-2023.pdf,admissions.uettaxila.edu.pk,pdf_rule_book,document_link,200,https://admissions.uettaxila.edu.pk/Downloads/Rule-Book-2023.pdf,application/pdf,4520000,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,b7db3632130359f4e98021b3984ae1d0,pymupdf4llm,success,indexed,,0,True,False
https://admissions.uettaxila.edu.pk/Downloads/Admission_Guidelines_2024.pdf,https://admissions.uettaxila.edu.pk/Downloads/Admission_Guidelines_2024.pdf,https://admissions.uettaxila.edu.pk/Downloads/Admission_Guidelines_2024.pdf,admissions.uettaxila.edu.pk,pdf_guidelines,document_link,200,https://admissions.uettaxila.edu.pk/Downloads/Admission_Guidelines_2024.pdf,application/pdf,2150000,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,0072852bee2f706fd1340c62f9eb0a66,pymupdf4llm,success,indexed,,0,False,False
https://web.uettaxila.edu.pk/PageContents/Transport/Bus-Routes-Morning-2025.pdf,https://web.uettaxila.edu.pk/PageContents/Transport/Bus-Routes-Morning-2025.pdf,https://web.uettaxila.edu.pk/PageContents/Transport/Bus-Routes-Morning-2025.pdf,web.uettaxila.edu.pk,pdf_transport_routes,document_link,200,https://web.uettaxila.edu.pk/PageContents/Transport/Bus-Routes-Morning-2025.pdf,application/pdf,890000,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,575b64235a358e6b71071c6ce9973a26,pymupdf4llm,success,indexed,,0,False,False
"https://web.uettaxila.edu.pk/PageContents/hostels/Allotment Policy 2024-25 for Boys Hostels (Fall-2024) 2021, 2022, and 2023 Sessions Ver 1.0 - Copy.pdf","https://web.uettaxila.edu.pk/PageContents/hostels/Allotment Policy 2024-25 for Boys Hostels (Fall-2024) 2021, 2022, and 2023 Sessions Ver 1.0 - Copy.pdf","https://web.uettaxila.edu.pk/PageContents/hostels/Allotment Policy 2024-25 for Boys Hostels (Fall-2024) 2021, 2022, and 2023 Sessions Ver 1.0 - Copy.pdf",web.uettaxila.edu.pk,pdf_hostel_policy,document_link,200,"https://web.uettaxila.edu.pk/PageContents/hostels/Allotment Policy 2024-25 for Boys Hostels (Fall-2024) 2021, 2022, and 2023 Sessions Ver 1.0 - Copy.pdf",application/pdf,1250000,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,f9c7898dc87d4050806ec486234928fe,pymupdf4llm,success,indexed,,0,True,False
https://web.uettaxila.edu.pk/departmentfaculty?departmentId=20,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=20,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=20,web.uettaxila.edu.pk,faculty_invalid_id,crawl_range,404,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=20,text/html,0,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,3dfa1c2e786482dd2d0140fa86fa8c06,none,failed,failed,HTTP 404 Not Found,3,False,True
https://web.uettaxila.edu.pk/departmentfaculty?departmentId=21,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=21,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=21,web.uettaxila.edu.pk,faculty_invalid_id,crawl_range,404,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=21,text/html,0,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,c39e7f836758bf3662cb7978d1776a3e,none,failed,failed,HTTP 404 Not Found,3,False,True
https://web.uettaxila.edu.pk/departmentfaculty?departmentId=22,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=22,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=22,web.uettaxila.edu.pk,faculty_invalid_id,crawl_range,404,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=22,text/html,0,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,64ad4285b7d74ff4c2a678f3cfb6852c,none,failed,failed,HTTP 404 Not Found,3,False,True
https://web.uettaxila.edu.pk/departmentfaculty?departmentId=23,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=23,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=23,web.uettaxila.edu.pk,faculty_invalid_id,crawl_range,404,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=23,text/html,0,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,d4df6b63aca0bde0ec1199154d57188d,none,failed,failed,HTTP 404 Not Found,3,False,True
https://web.uettaxila.edu.pk/departmentfaculty?departmentId=24,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=24,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=24,web.uettaxila.edu.pk,faculty_invalid_id,crawl_range,404,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=24,text/html,0,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,d5e99b7db120e1e07dcdf87be0686814,none,failed,failed,HTTP 404 Not Found,3,False,True
https://web.uettaxila.edu.pk/departmentfaculty?departmentId=25,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=25,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=25,web.uettaxila.edu.pk,faculty_invalid_id,crawl_range,404,https://web.uettaxila.edu.pk/departmentfaculty?departmentId=25,text/html,0,2026-07-26T02:00:00Z,"W/""etag""",2025-09-01T00:00:00Z,768df2b6764b583c1057f7e022f0115e,none,failed,failed,HTTP 404 Not Found,3,False,True
